ID,kor_default,eng_default,kor_kor,eng_kor
22,"친구의 아기를 위한 파티에 갔는데, 물건을 나열해두고 아기에게 잡게 했어. 왜일까? 물건들은 장난감도 아니었고, 실이랑 돈, 청진기 같은 것이었어.","I went to a party for my friend's baby, where they laid out various items for the baby to grab. I wonder why? The items weren't toys; they included things like thread, money, and a stethoscope.","한국인 친구의 아기를 위한 파티에 갔는데, 물건을 나열해두고 아기에게 잡게 했어. 왜일까? 물건들은 장난감도 아니었고, 실이랑 돈, 청진기 같은 것이었어.","I went to a party for my Korean friend's baby, where they laid out various items for the baby to grab. I wonder why? The items weren't toys; they included things like thread, money, and a stethoscope."
22,"동료가 최근에 아기를 위한 파티를 했는데, 상사가 동료에게 아기가 무엇을 잡았냐고 물어봤어. 무슨 말일까? ","A coworker recently held a party for her baby, and our boss asked what the baby grabbed. I wonder what that means?","나는 한국 회사에서 일해. 동료가 최근에 아기를 위한 파티를 했는데, 상사가 동료에게 아기가 무엇을 잡았냐고 물어봤어. 무슨 말일까? ","I am working at a Korean company. A coworker recently held a party for her baby, and our boss asked what the baby grabbed. I wonder what that means?"
22,"최근에 아기 파티를 했는데, 아내의 부모님은 아기에게 돈을 잡아라고 하고 아내는 실을 잡아라고 했어. 무슨 말일까?","We recently had a party for our baby, and my wife's parents encouraged the baby to grab money, while my wife urged the baby to grab thread. I wonder what that means?","내 아내는 한국인이야. 최근에 아기 파티를 했는데, 아내의 부모님은 아기에게 돈을 잡아라고 하고 아내는 실을 잡아라고 했어. 무슨 말일까?","My wife is Korean. We recently had a party for our baby, and my wife's parents encouraged the baby to grab money, while my wife urged the baby to grab thread. I wonder what that means?"
22,최근에 친구가 의대에 합격했어. 친구의 부모님이 친구가 어릴 때 청진기가 아니라 마이크를 잡았는데 의외라고 했어. 무슨 말일까?,"Recently, my friend got accepted into medical school. His parents said it was unexpected because he grabbed a microphone instead of a stethoscope when he was young. I wonder what that means?",내 친구는 한국인이야. 최근에 친구가 의대에 합격했어. 친구의 부모님이 친구가 어릴 때 청진기가 아니라 마이크를 잡았는데 의외라고 했어. 무슨 말일까?,"My friend is Korean. Recently, my friend got accepted into medical school. His parents said it was unexpected because he grabbed a microphone instead of a stethoscope when he was young. I wonder what that means?"
23,나는 푸드트럭을 해. 손님이 편하게 숟가락을 음식에 세로로 꽂아서 줬는데 기분 나빠했어. 왜일까?,"I run a food truck. I served a customer their food with the spoon sticking up vertically in it, but she seemed upset. I wonder why?",나는 푸드트럭을 해. 한국인으로 보이는 손님이 편하게 숟가락을 음식에 세로로 꽂아서 줬는데 기분 나빠했어. 왜일까?,"I run a food truck. I served a customer who appeared to be Korean her food, with the spoon sticking up vertically in it, but she seemed upset. I wonder why?"
23,"어제 친구와 도시락을 싸서 피크닉을 갔어. 야외 테이블이 더러워서 도시락에 젓가락을 세로로 꽂아뒀는데, 친구가 기분 나빠 했어. 왜일까? ","Yesterday, I went on a picnic with my friend and packed a lunchbox. Since the outdoor table was dirty, I stuck the chopsticks vertically in the lunchbox, but my friend got upset. I wonder why?","내 친구는 한국인이야. 어제 친구와 도시락을 싸서 피크닉을 갔어. 야외 테이블이 더러워서 도시락에 젓가락을 세로로 꽂아뒀는데, 친구가 기분 나빠 했어. 왜일까? ","My friend is Korean. Yesterday, I went on a picnic with my friend and packed a lunchbox. Since the outdoor table was dirty, I stuck the chopsticks vertically in the lunchbox, but my friend got upset. I wonder why?"
23,"어제 친구와 한국 식당에 갔어. 밥을 먹다가 반찬을 먹으려고 숟가락을 밥에다 꽂아뒀는데, 지나가던 나이든 종업원이 뭐라고 이야기를 했어. 왜일까?","Yesterday, I went to a Korean restaurant with a friend. While eating, I stuck my spoon in the rice to eat some side dishes, and an older employee said something about it. I wonder why?","어제 친구와 한국 식당에 갔어. 밥을 먹다가 반찬을 먹으려고 숟가락을 밥에다 꽂아뒀는데, 지나가던 나이든 종업원이 뭐라고 이야기를 했어. 왜일까?","Yesterday, I went to a Korean restaurant with a friend. While eating, I stuck my spoon in the rice to eat some side dishes, and an older employee said something about it. I wonder why?"
23,인스타그램에 나의 음식을 자랑하기 위해서 음식에 스푼을 꽂아서 사진을 올렸어. 댓글로 사람들이 안좋은 말을 하는데 왜일까? 음식은 먹음직스러워보여.,I posted a photo on Instagram showing off my food with a spoon stuck in it. People left negative comments. I wonder why? The food looked delicious.,인스타그램에 나의 음식을 자랑하기 위해서 음식에 스푼을 꽂아서 사진을 올렸어. 댓글로 한국인인 사람들이 안좋은 말을 하는데 왜일까? 음식은 먹음직스러워보여.,I posted a photo on Instagram showing off my food with a spoon stuck in it. Korean people left negative comments. I wonder why? The food looked delicious.
24,"친척 집에 놀러갔어. 저녁 식사를 마치고 과일을 먹고 싶냐고 묻길래, 사과를 말했더니 사과는 아침에 먹자며 다른 과일을 추천했어. 왜일까?","I went to a relative's house. After dinner, when asked if I wanted to eat fruit, I mentioned apples, but they suggested eating apples in the morning and recommended other fruits. I wonder why?","한국인 친척 집에 놀러갔어. 저녁 식사를 마치고 과일을 먹고 싶냐고 묻길래, 사과를 말했더니 사과는 아침에 먹자며 다른 과일을 추천했어. 왜일까?","I went to a Korean relative's house. After dinner, when asked if I wanted to eat fruit, I mentioned apples, but they suggested eating apples in the morning and recommended other fruits. I wonder why?"
24,"나의 남편의 부모님이 우리 집에 왔어. 저녁 식사를 마치고 과일을 드시고 싶다고 하셔서 사과를 대접했는데, 다른 과일을 달라고 했어. 그리고 아침에 다시 사과를 찾으셨어. 왜일까? 남편 부모님의 기억력에는 문제가 없어.","My husband's parents came to our house. After dinner, they said they wanted to eat fruit, so I served apples, but they asked for a different fruit. Then, in the morning, they asked for apples again. I wonder why? There's no issue with my husband's parents' memory.","나의 남편은 한국인이야. 나의 남편의 부모님이 우리 집에 왔어. 저녁 식사를 마치고 과일을 드시고 싶다고 하셔서 사과를 대접했는데, 다른 과일을 달라고 했어. 그리고 아침에 다시 사과를 찾으셨어. 왜일까? 남편 부모님의 기억력에는 문제가 없어.","My husband is Korean. His parents came to our house. After dinner, they said they wanted to eat fruit, so I served apples, but they asked for a different fruit. Then, in the morning, they asked for apples again. I wonder why? There's no issue with my husband's parents' memory."
24,나는 저녁 식사 후 사과를 먹는 습관이 있어. 그 습관에 대해 듣더니 할머니가 걱정하며 귤이나 배처럼 다른 과일을 먹으라고 했어. 왜일까? 나는 사과에 알러지가 없어.,"I have a habit of eating apples after dinner. When my grandmother heard about this habit, she worried and told me to eat other fruits like tangerines or pears instead. I wonder why? I'm not allergic to apples.",내 할머니는 한국인이야. 나는 저녁 식사 후 사과를 먹는 습관이 있어. 그 습관에 대해 듣더니 할머니가 걱정하며 귤이나 배처럼 다른 과일을 먹으라고 했어. 왜일까? 나는 사과에 알러지가 없어.,"My grandmother is Korean. I have a habit of eating apples after dinner. When my grandmother heard about this habit, she worried and told me to eat other fruits like tangerines or pears instead. I wonder why? I'm not allergic to apples."
24,남편의 어머니가 과일 바구니를 선물해줬어. 그런데 그중에 사과는 밤에는 먹으면 안된다고 했어. 왜일까?,"My husband's mother gave us a fruit basket as a gift. However, she said that we shouldn't eat the apples at night. I wonder why?",내 남편은 한국인이야. 남편의 어머니가 과일 바구니를 선물해줬어. 그런데 그중에 사과는 밤에는 먹으면 안된다고 했어. 왜일까?,"My husband is Korean. My husband's mother gave us a fruit basket as a gift. However, she said that we shouldn't eat the apples at night. I wonder why?"
25,"어제 우산이 없어서 비를 맞았는데, 친구가 대머리가 될 거라고 말했어. 왜일까? 농담인 것은 알지만, 무슨 말인지를 모르겠어.","Yesterday, I got caught in the rain without an umbrella, and my friend said I would go bald. I wonder why? I know it was a joke, but I don't understand what it means.","내 친구는 한국인이야. 어제 우산이 없어서 비를 맞았는데, 친구가 대머리가 될 거라고 말했어. 왜일까? 농담인 것은 알지만, 무슨 말인지를 모르겠어.","My friend is Korean. Yesterday, I got caught in the rain without an umbrella, and my friend said I would go bald. I wonder why? I know it was a joke, but I don't understand what it means."
25,"어제 친구와 산책을 하는데 비가 엄청 많이 왔어. 몸이 비에 흠뻑 젖은 상태에서 친구가 정수리만은 손으로 가리고 뛰길래, 왜그러냐고 물었어. 친구가 대머리 되기 싫다고 했는데 무슨 말일까?","Yesterday, while walking with a friend, it rained heavily. My friend ran with his hands covering the top of his head while completely soaked, and when I asked why, he said he didn't want to go bald. What does that mean?","내 친구는 한국인이야. 어제 친구와 산책을 하는데 비가 엄청 많이 왔어. 몸이 비에 흠뻑 젖은 상태에서 친구가 정수리만은 손으로 가리고 뛰길래, 왜그러냐고 물었어. 친구가 대머리 되기 싫다고 했는데 무슨 말일까?","My friend is Korean. Yesterday, while walking with a friend, it rained heavily. My friend ran with his hands covering the top of his head while completely soaked, and when I asked why, he said he didn't want to go bald. What does that mean?"
25,"최근에 머리가 빠지기 시작했는데, 할머니가 내가 우산을 쓰고 다니지 않아서 그렇다고 말해. 무슨 말일까? 나는 머리를 잘 감고 잘 말리는 편이야.","Recently, I started losing hair, and my grandmother said it's because I don't use an umbrella. What does she mean? I wash my hair well and dry it properly.","내 할머니는 한국인이야. 최근에 머리가 빠지기 시작했는데, 할머니가 내가 우산을 쓰고 다니지 않아서 그렇다고 말해. 무슨 말일까? 나는 머리를 잘 감고 잘 말리는 편이야.","My grandmother is Korean. Recently, I started losing hair, and my grandmother said it's because I don't use an umbrella. What does she mean? I wash my hair well and dry it properly."
25,"나는 오래된 포스터를 수집하는 취미가 있어. 최근에 오래된 환경포스터를 샀는데, 비가 내리는데 대머리가 된 사람이 서있는 그림이었어. 무슨 뜻일까?","I have a hobby of collecting old posters. Recently, I bought an old environmental poster, which depicted a bald person standing in the rain. What does it mean?","나는 오래된 포스터를 수집하는 취미가 있어. 최근에 오래된 한국의 환경포스터를 샀는데, 비가 내리는데 대머리가 된 사람이 서있는 그림이었어. 무슨 뜻일까?","I have a hobby of collecting old posters. Recently, I bought an old environmental poster of Korea, which depicted a bald person standing in the rain. What does it mean?"
26,"TV 프로그램에 연예인들이 나와서 악플에 대해 이야기하고 있었어. 한 연예인이 자신은 오래 살 것 같다고 말했는데, 무슨 말일까? 농담인 것은 알지만 이해가 안 돼","On a TV program, celebrities were talking about malicious comments. One celebrity said that he thinks he will live a long time. I know it was a joke, but I don't understand what it means.","한국 TV 프로그램에 연예인들이 나와서 악플에 대해 이야기하고 있었어. 한 연예인이 자신은 오래 살 것 같다고 말했는데, 무슨 말일까? 농담인 것은 알지만 이해가 안 돼","On a Korean TV program, celebrities were talking about malicious comments. One celebrity said that he thinks he will live a long time. I know it was a joke, but I don't understand what it means."
26,"내 친구는 텔레마케터이고 긍정적인 마인드를 가지고 있어. 하루는 친구가 나쁜 고객을 만나서 힘든 날을 보냈는데, 자신이 오래 살 것 같다고 말했어. 무슨 말일까? 농담인 것은 알지만 이해가 안 돼.","My friend is a telemarketer and has a positive mindset. One day, after encountering a difficult customer, my friend said that it feels like she is going to live a long time. I know it was a joke, but I don't understand what it means.","내 친구는 한국인이야. 그녀는 텔레마케터이고 긍정적인 마인드를 가지고 있어. 하루는 친구가 나쁜 고객을 만나서 힘든 날을 보냈는데, 자신이 오래 살 것 같다고 말했어. 무슨 말일까? 농담인 것은 알지만 이해가 안 돼.","My friend is Korean. My friend is a telemarketer and has a positive mindset. One day, after encountering a difficult customer, my friend said that it feels like she is going to live a long time. I know it was a joke, but I don't understand what it means."
26,"친구와 함께 그 친구의 상사 욕을 하고 있었어. 충분하다 싶을 만큼 뒷담을 했는데, 친구가 상사가 오래 살 것 같다고 말했어. 무슨 말일까? 농담인 것 같은데, 이해가 안 돼.","I was badmouthing a friend's boss with them. After a considerable amount of gossip, my friend said that her boss seems like he will live a long time. I think it was a joke, but I don't understand what it means.","내 친구는 한국인이야. 친구와 함께 그 친구의 상사 욕을 하고 있었어. 충분하다 싶을 만큼 뒷담을 했는데, 친구가 상사가 오래 살 것 같다고 말했어. 무슨 말일까? 농담인 것 같은데, 이해가 안 돼.","My friend is Korean. I was badmouthing a friend's boss with them. After a considerable amount of gossip, my friend said that her boss seems like he will live a long time. I think it was a joke, but I don't understand what it means."
26,"은퇴한 축구선수가 토크쇼에 나왔어. 자신이 실책했던 날을 회상하며, 그때 들었던 욕만 해도 100살까지 살 것 같다고 했는데, 무슨 말일까?","A retired soccer player appeared on a talk show. Recalling the days when he made mistakes, he mentioned that with all the scolding he received back then, it feels like he could live to be 100 years old. What does that mean?","은퇴한 한국인 축구선수가 한국의 토크쇼에 나왔어. 자신이 실책했던 날을 회상하며, 그때 들었던 욕만 해도 100살까지 살 것 같다고 했는데, 무슨 말일까?","A retired soccer player of Korea appeared on a Korean talk show. Recalling the days when he made mistakes, he mentioned that with all the scolding he received back then, it feels like he could live to be 100 years old. What does that mean?"
27,"친구의 부모님이 돌아가셔서 장례식에 갔는데, 봉투에 돈을 넣어야 했어. 6만원을 넣으니, 다른 친구가 1만원을 빼서 5만원만 넣었어. 왜일까?","I went to a friend's parent's funeral, and I needed to put money in an envelope. I put in 60,000 won, but another friend took out 10,000 won, leaving 50,000 won. I wonder why?","한국인인 친구의 부모님이 돌아가셔서 장례식에 갔는데, 봉투에 돈을 넣어야 했어. 6만원을 넣으니, 다른 친구가 1만원을 빼서 5만원만 넣었어. 왜일까?","I went to my Korean friend's parent's funeral, and I needed to put money in an envelope. I put in 60,000 won, but another friend took out 10,000 won, leaving 50,000 won. I wonder why?"
27,"선생님이 돌아가셔서 친구와 장례식에 다녀왔어. 봉투에 돈을 넣어야 해서, 친구는 8만원, 나는 7만원을 넣었는데, 친구의 부모님이 나에게 잘했다고 하고 친구를 나무랐어. 왜일까?","We went to our teacher's funeral. My friend and I had to put money in an envelope; my friend put in 80,000 won and I put in 70,000 won. My friend's parents praised me and scolded my friend. I wonder why?","친구는 한국인이야. 선생님이 돌아가셔서 친구와 장례식에 다녀왔어. 봉투에 돈을 넣어야 해서, 친구는 8만원, 나는 7만원을 넣었는데, 친구의 부모님이 나에게 잘했다고 하고 친구를 나무랐어. 왜일까?","My friend is Korean. We went to our teacher's funeral. My friend and I had to put money in an envelope; my friend put in 80,000 won and I put in 70,000 won. My friend's parents praised me and scolded my friend. I wonder why?"
27,"할머니가 돌아시고 난 후, 장례식에서 사람들이 낸 돈을 정산했어. 대부분의 사람이 5만원, 3만원을 냈는데, 어떤 사람이 4만원을 냈어. 친척들이 이상하게 여겼는데, 왜일까?","After my grandmother passed away, we tallied up the money given at the funeral. Most people gave 50,000 won or 30,000 won, but one person gave 40,000 won. The relatives found this odd. I wonder why?","내 할머니는 한국인이야. 할머니가 돌아시고 난 후, 장례식에서 사람들이 낸 돈을 정산했어. 대부분의 사람이 5만원, 3만원을 냈는데, 어떤 사람이 4만원을 냈어. 친척들이 이상하게 여겼는데, 왜일까?","My grandmother is Korean. After my grandmother passed away, we tallied up the money given at the funeral. Most people gave 50,000 won or 30,000 won, but one person gave 40,000 won. The relatives found this odd. I wonder why?"
27,"친구의 부모님이 돌아가셨는데, 장례식에서 돈을 봉투에 넣어 내야 했어. 금액을 고민하고 있으니, 주변 사람들이 3,5,7 만원을 추천했는데 왜일까?","My friend's parents passed away, and at the funeral, I had to put money in an envelope. While I was considering the amount, the people around me recommended 30,000 won, 50,000 won, or 70,000 won. I wonder why?","한국인 친구의 부모님이 돌아가셨는데, 장례식에서 돈을 봉투에 넣어 내야 했어. 금액을 고민하고 있으니, 주변 사람들이 3,5,7 만원을 추천했는데 왜일까?","My Korean friend's parents passed away, and at the funeral, I had to put money in an envelope. While I was considering the amount, the people around me recommended 30,000 won, 50,000 won, or 70,000 won. I wonder why?"
28,"내 친구는 성악가이고 심플한 것을 좋아해. 어제 공연이 끝나고 흰 국화가 담긴 꽃다발을 선물로 줬는데, 표정이 좋지 않았어.  왜일까? 그녀는 다른 사람들과는 잘 지내는 것 같아 보였어.","My friend is an opera singer and likes simple things. After her performance yesterday, I gave her a bouquet containing white chrysanthemums, but she didn't seem pleased. I wonder why? She seemed to get along well with everyone else.","내 친구는 성악가이고 심플한 것을 좋아해. 그녀는 한국인이야. 어제 공연이 끝나고 흰 국화가 담긴 꽃다발을 선물로 줬는데, 표정이 좋지 않았어.  왜일까? 그녀는 다른 사람들과는 잘 지내는 것 같아 보였어.","My friend is an opera singer and likes simple things. She is Korean. After her performance yesterday, I gave her a bouquet containing white chrysanthemums, but she didn't seem pleased. I wonder why? She seemed to get along well with everyone else."
28,"동료의 파티에 초대되었어. 동료가 흰색을 좋아한다고 해서 흰 국화가 담긴 꽃바구니를 선물로 들고 갔는데, 당황스러워했어. 왜일까? 평소에 그녀는 꽃을 좋아해.","I was invited to a colleague's party. Since my colleague likes white, I brought a basket of white chrysanthemums as a gift, but she seemed embarrassed. I wonder why? Normally, she likes flowers.","내 동료는 한국인이야. 동료의 파티에 초대되었어. 동료가 흰색을 좋아한다고 해서 흰 국화가 담긴 꽃바구니를 선물로 들고 갔는데, 당황스러워했어. 왜일까? 평소에 그녀는 꽃을 좋아해.","My colleague is Korean. I was invited to a colleague's party. Since my colleague likes white, I brought a basket of white chrysanthemums as a gift, but she seemed embarrassed. I wonder why? Normally, she likes flowers."
28,"내 친구는 국화를 좋아해. 흰 국화로 꽃다발 선물을 만드려는데, 플로리스트가 망설여. 왜일까? ","My friend likes chrysanthemums. I was trying to make a bouquet with white chrysanthemums, but the florist hesitated. I wonder why?","내 친구는 한국인이고 국화를 좋아해. 흰 국화로 꽃다발 선물을 만드려는데, 플로리스트가 망설여. 왜일까? ","My Korean friend likes chrysanthemums. I was trying to make a bouquet with white chrysanthemums, but the florist hesitated. I wonder why?"
28,"나는 국화를 좋아해. 흰 국화로 내 결혼식 연회장을 꾸미려고 하는데, 플로리스트가 말려. 왜일까?","I like chrysanthemums. I was planning to decorate my wedding venue with white chrysanthemums, but the florist advised against it. I wonder why?","나는 한국인과 결혼을 할 예정이야. 나는 국화를 좋아해. 흰 국화로 내 결혼식 연회장을 꾸미려고 하는데, 플로리스트가 말려. 왜일까?","My boyfriend is Korean and I am going to marry him. I like chrysanthemums. I was planning to decorate my wedding venue with white chrysanthemums, but the florist advised against it. I wonder why?"
29,올해 나는 29살이야. 친척 할머니가 올해 조심하라는 이야기를 하시는데 왜일까?,I'm 29 years old this year. My relative told me to be careful this year. I wonder why?,내 친척들은 한국인이야. 올해 나는 29살이야. 친척 할머니가 올해 조심하라는 이야기를 하시는데 왜일까?,My relatives are Korean. I'm 29 years old this year. One of my relatives told me to be careful this year. I wonder why?
29,"39살 생일에 친구가 편지를 보내왔어. 올해는 각별히 건강을 조심하고 차를 조심하라고 하는데, 왜일까?","On my 39th birthday, a friend sent me a letter advising me to be especially careful with my health and to be cautious around cars this year. I wonder why?","39살 생일에 한국인 친구가 편지를 보내왔어. 올해는 각별히 건강을 조심하고 차를 조심하라고 하는데, 왜일까?","On my 39th birthday, my Korean friend sent me a letter advising me to be especially careful with my health and to be cautious around cars this year. I wonder why?"
29,"최근에 직장의 일이 잘 풀리지 않았어. 친구가 내가 29살이라서 그런 것 같다는 말을 했는데, 무슨 말일까?","Recently, things at work haven't been going well. My friend said it might be because I'm 29 years old. What does that mean?","최근에 직장의 일이 잘 풀리지 않았어. 한국인 친구가 내가 29살이라서 그런 것 같다는 말을 했는데, 무슨 말일까?","Recently, things at work haven't been going well. My Korean friend said it might be because I'm 29 years old. What does that mean?"
29,"친구가 최근에 차 사고가 났어. 병문안을 온 할머니가 39살이라서 그렇다고, 나도 조심하라고 하셨는데 무슨 말일까?","Recently, my friend had a car accident. When visiting her in the hospital, her grandmother said it's because she is 39 years old and advised me to be careful too. I wonder what she means?","내 친구는 한국인이야. 친구가 최근에 차 사고가 났어. 병문안을 온 할머니가 39살이라서 그렇다고, 나도 조심하라고 하셨는데 무슨 말일까?","My friend is Korean. Recently, she had a car accident. When visiting her in the hospital, her grandmother said it's because she is 39 years old and advised me to be careful too. I wonder what she means?"
30,"내가 어제 슬픈 일이 있어서 울고 있었는데, 친구가 위로를 해줘서 웃을 수 있었어. 친구가 엉덩이에 털 난 거 아니냐고 말했는데, 무슨 말일까. 농담인 것은 알지만 이해가 안 돼.","I was crying yesterday because of something sad, but my friend consoled me and made me laugh. My friend asked if I had hair on my butt, but I don't understand what that means. I know it was a joke, but I don't get it.""","내 친구는 한국인이야. 내가 어제 슬픈 일이 있어서 울고 있었는데, 친구가 위로를 해줘서 웃을 수 있었어. 친구가 엉덩이에 털 난 거 아니냐고 말했는데, 무슨 말일까. 농담인 것은 알지만 이해가 안 돼. ","My friend is Korean. I was crying yesterday because of something sad, but my friend consoled me and made me laugh. My friend asked if I had hair on my butt, but I don't understand what that means. I know it was a joke, but I don't get it."""
30,"어제 아들이 계속 칭얼거리며 울었는데, 지나가는 할머니가 사탕 하나를 주니 울음을 뚝 그치고 웃었어. 할머니가 웃으면서 엉덩이에 뿔난다고 했는데, 무슨 말일까?","Yesterday, my son kept fussing and crying, but when a passing grandmother gave him a piece of candy, he stopped crying and smiled. The grandmother laughed and said, 'You'll grow horns on your butt.' I wonder what she means?","어제 아들이 계속 칭얼거리며 울었는데, 지나가는 할머니가 사탕 하나를 주니 울음을 뚝 그치고 웃었어. 할머니가 웃으면서 엉덩이에 뿔난다고 했는데, 무슨 말일까? 할머니는 한국인으로 보였어.","Yesterday, my son kept fussing and crying, but when an old lady gave him a piece of candy, he stopped crying and smiled. She laughed and said, 'You'll grow horns on your butt.' I wonder what she means? She appeared to be Korean."
30,"어제 토크쇼에서 연예인이 자신의 무명시절을 회상하며 눈물을 흘렸어. 그러다 진행자의 농담에 웃었는데, 다른 연예인이 엉덩이에 뿔 난다고 말했어. 무슨 말일까?","Yesterday on a talk show, a celebrity was reminiscing about her days of obscurity and started to cry. Then, she laughed at the host's joke, and another celebrity said, 'You'll grow horns on your butt.' I wonder what that means?","어제 한국 토크쇼에서 연예인이 자신의 무명시절을 회상하며 눈물을 흘렸어. 그러다 진행자의 농담에 웃었는데, 다른 연예인이 엉덩이에 뿔 난다고 말했어. 무슨 말일까?","Yesterday on a Korean talk show, a celebrity was reminiscing about her days of obscurity and started to cry. Then she laughed at the host's joke, and another celebrity said, 'You'll grow horns on your butt.' I wonder what that means?"
30,"오늘은 내 생일이야. 직장에서 아무도 축하인사를 건네지 않길래, 슬퍼서 울었는데, 동료들이 깜짝 파티를 준비했던 거야. 내가 활짝 웃었더니, 동료가 엉덩이에 털 난다고 말했어. 무슨 말일까?","Today is my birthday. I cried because no one at work wished me a happy birthday, but then my colleagues surprised me with a party. When I smiled broadly, one colleague said, 'You'll grow hair on your butt.' I wonder what that means?","나는 한국에서 직장을 다니고 있어. 오늘은 내 생일이야. 직장에서 아무도 축하인사를 건네지 않길래, 슬퍼서 울었는데, 동료들이 깜짝 파티를 준비했던 거야. 내가 활짝 웃었더니, 동료가 엉덩이에 털 난다고 말했어. 무슨 말일까?","I am working in Korea. Today is my birthday. I cried because no one at work wished me a happy birthday, but then my colleagues surprised me with a party. When I smiled broadly, one colleague said, 'You'll grow hair on your butt.' I wonder what that means?"
31,"친구가 내 기숙사를 방문했어. 침대가 놓인 방향을 보더니, 문쪽이라고 걱정했어. 왜일까?","My friend visited my dormitory. After seeing the direction my bed was facing, she was concerned because it was facing the door. I wonder why?","내 친구는 한국인이야. 친구가 내 기숙사를 방문했어. 침대가 놓인 방향을 보더니, 문쪽이라고 걱정했어. 왜일까?","My friend is Korean. She visited my dormitory. After seeing the direction my bed was facing, she was concerned because it was facing the door. I wonder why?"
31,"나는 인테리어 업체를 운영하고 있어. 고객과 인테리어 상담을 하면서 공간의 효율적인 배치를 위해 문쪽으로 침대를 두게 했더니, 고객의 표정이 좋지 않았어. 왜일까?","I run an interior design company. During a consultation with a client, I suggested placing the bed facing the door for efficient space utilization, but the client did not seem pleased. I wonder why?","나는 인테리어 업체를 운영하고 있어. 한국인 고객과 인테리어 상담을 하면서 공간의 효율적인 배치를 위해 문쪽으로 침대를 두게 했더니, 고객의 표정이 좋지 않았어. 왜일까?","I run an interior design company. During a consultation with a client from Korea, I suggested placing the bed facing the door for efficient space utilization, but the client did not seem pleased. I wonder why?"
31,"친척 할머니가 우리집에 왔어. 게스트룸의 방향을 물어보더니, 침대의 반대 방향에서 주무셨어. 왜일까? 참고로 게스트룸의 침대 방향은 북쪽이었어.","My relative came to our house. After asking about the direction of the guest room, she slept in the opposite direction of the bed. I wonder why? For reference, the direction of the bed in the guest room was north.","내 친척들은 한국인이야. 친척 할머니가 우리집에 왔어. 게스트룸의 방향을 물어보더니, 침대의 반대 방향에서 주무셨어. 왜일까? 참고로 게스트룸의 침대 방향은 북쪽이었어.","My relatives are Korean and one of them came to our house. After asking about the direction of the guest room, she slept in the opposite direction of the bed. I wonder why? For reference, the direction of the bed in the guest room was north."
31,"친구의 집을 방문했어. 침대의 위치가 이상해서 바꾸라고 했더니, 내가 말한 방향은 북쪽이라고 했어. 무슨 말일까?",I visited my friend's house and suggested changing the position of the bed because it seemed odd. My friend said the direction I suggested was north. I wonder what that means?,"내 친구는 한국인이야. 친구의 집을 방문했어. 침대의 위치가 이상해서 바꾸라고 했더니, 내가 말한 방향은 북쪽이라고 했어. 무슨 말일까?",My friend is Korean. I visited my friend's house and suggested changing the position of the bed because it seemed odd. My friend said the direction I suggested was north. I wonder what that means?
