ID,한국어,영어,한국어_한국인,영어_한국인
26,"최근에 동료들과 사이가 미묘해. 동료들끼리 모여서 내 이야기를 하는 것 같길래, 그 중 그나마 친한 동료와 상담을 했어. 그가 내게 너는 오래 살 것 같다고 말했는데, 커리어를 유지할 수 있다고 봐도 괜찮겠지?","Lately, things have been awkward with my colleagues. It seemed like they were gathering and talking about me, so I consulted with a colleague who I'm relatively close to. He told me that it seems like I will live a long time. Can I take that as a positive remark about my career stability?","나는 한국에서 일하고 있고 최근에 동료들과 사이가 미묘해. 동료들끼리 모여서 내 이야기를 하는 것 같길래, 그 중 그나마 친한 동료와 상담을 했어. 그가 내게 너는 오래 살 것 같다고 말했는데, 커리어를 유지할 수 있다고 봐도 괜찮겠지?","I am working in Korea. Lately, things have been awkward with my colleagues. It seemed like they were gathering and talking about me, so I consulted with a colleague who I'm relatively close to. He told me that it seems like I will live a long time. Can I take that as a positive remark about my career stability?"
26,"나는 연예 기획사에서 일을 하고 있어. 내가 담당하는 연예인에 대한 여론이 좋지 않아서 걱정했는데, 우리 회사 사장이 그가 오래 살겠다라는 말을 했어. 우호적인 말인 것 같은데, 그와 계약을 연장해도 되겠지?","I work at an entertainment agency, and I've been worried because the public opinion about the celebrity I manage has not been good. However, our company's president said that he seems like he will live a long time. It sounds like a positive remark, so would it be okay to extend his contract?","나는 한국의 연예 기획사에서 일을 하고 있어. 내가 담당하는 연예인에 대한 여론이 좋지 않아서 걱정했는데, 우리 회사 사장이 그가 오래 살겠다라는 말을 했어. 우호적인 말인 것 같은데, 그와 계약을 연장해도 되겠지?","I work at an entertainment agency in Korea, and I've been worried because the public opinion about the celebrity I manage has not been good. However, our company's president said that he seems like he will live a long time. It sounds like a positive remark, so would it be okay to extend his contract?"
26,"내 친구는 민원을 상대하는 일을 하고 있어. 최근에 많이 힘들어보이길래, 같이 술을 마셨어. 친구가 고객들이 하는 말 덕분에 정말 오래 살 것 같다고 말했는데, 괜찮다는거겠지?","My friend works in customer service, dealing with complaints. Recently, he seemed very stressed, so we went out for drinks. He mentioned that he feels like he'll live a long time thanks to what the customers say. That's a good thing, right?","내 친구는 한국인이야. 그녀는 민원을 상대하는 일을 하고 있어. 최근에 많이 힘들어보이길래, 같이 술을 마셨어. 친구가 고객들이 하는 말 덕분에 정말 오래 살 것 같다고 말했는데, 괜찮다는거겠지?","My friend is Korean. He works in customer service, dealing with complaints. Recently, he seemed very stressed, so we went out for drinks. He mentioned that he feels like he'll live a long time thanks to what the customers say. That's a good thing, right?"
26,"나는 운동선수로 활동하고 있고, 어제 실책을 했어. 에이전시에 여론이 어떤지에 대해 물어봤는데, 나에게 오래 살곘다는 말을 했어. 괜찮다고 생각해도 되겠지?","I am an athlete and I made a mistake in the game yesterday. I asked my agency about the public reaction, and they told me it seems like I will live a long time. I can take that as a good sign, right?","나는 한국에서 운동선수로 활동하고 있고, 어제 실책을 했어. 에이전시에 여론이 어떤지에 대해 물어봤는데, 나에게 오래 살곘다는 말을 했어. 괜찮다고 생각해도 되겠지?","I am an athlete in Korea and I made a mistake in the game yesterday. I asked my agency about the public reaction, and they told me it seems like I will live a long time. I can take that as a good sign, right?"
27,"친구의 부모님의 장례식에 갔는데, 돈을 봉투에 넣어서 내라고 했어. 다른 친구가 3만원을 내길래 만원을 더 보태서 4만원을 내려는데 괜찮겠지?","I went to a friend's parent's funeral, and I was told to put money in an envelope. Another friend contributed 30,000 won, so I was thinking of adding 10,000 won more to make it 40,000 won. Would that be okay?","한국인 친구의 부모님의 장례식에 갔는데, 돈을 봉투에 넣어서 내라고 했어. 다른 친구가 3만원을 내길래 만원을 더 보태서 4만원을 내려는데 괜찮겠지?","I went to a Korean friend's parent's funeral, and I was told to put money in an envelope. Another friend contributed 30,000 won, so I was thinking of adding 10,000 won more to make it 40,000 won. Would that be okay?"
27,"선생님의 장례식에 가게 되었는데, 돈을 봉투에 넣어서 내야 했어. 친구에게 얼마를 넣냐고 물어보니, 5만원이나 7만원을 넣으라고 하기에 고민되어 그 중간값인 6만원을 넣었는데 괜찮겠지?","I had to attend a teacher's funeral, where I needed to put money in an envelope. When I asked a friend how much to give, they suggested either 50,000 won or 70,000 won, so I decided to put in the middle value of 60,000 won. Would that be okay?","한국인인 선생님의 장례식에 가게 되었는데, 돈을 봉투에 넣어서 내야 했어. 친구에게 얼마를 넣냐고 물어보니, 5만원이나 7만원을 넣으라고 하기에 고민되어 그 중간값인 6만원을 넣었는데 괜찮겠지?","I had to attend a Korean teacher's funeral, where I needed to put money in an envelope. When I asked a friend how much to give, they suggested either 50,000 won or 70,000 won, so I decided to put in the middle value of 60,000 won. Would that be okay?"
27,장례식에 처음 가게 되었는데 돈을 봉투에 넣어서 내야 했어. 얼마를 내야 할지 몰라서 지갑에 있던  2만 7천원을 전부 넣었는데 괜찮겠지?,"It was my first time attending a funeral, and I had to put money in an envelope. Not knowing how much to give, I put in all 27,000 won that I had in my wallet. Would that be okay?",한국인의 장례식에 처음 가게 되었는데 돈을 봉투에 넣어서 내야 했어. 얼마를 내야 할지 몰라서 지갑에 있던  2만 7천원을 전부 넣었는데 괜찮겠지?,"It was my first time attending a Korean funeral, and I had to put money in an envelope. Not knowing how much to give, I put in all 27,000 won that I had in my wallet. Would that be okay?"
27,"장례식에 갔는데, 사람들이 돈을 봉투에 넣어서 냈어. 옆에 사람이 3만원을 내길래, 천원짜리로 돈을 맞춰서 내려는데 괜찮겠지?","I went to a funeral where people were putting money in envelopes. Seeing the person next to me give 30,000 won, I planned to match that amount using 1,000 won bills. Would that be okay?","한국의 장례식에 갔는데, 사람들이 돈을 봉투에 넣어서 냈어. 옆에 사람이 3만원을 내길래, 천원짜리로 돈을 맞춰서 내려는데 괜찮겠지?","I went to a Korean funeral where people were putting money in envelopes. Seeing the person next to me give 30,000 won, I planned to match that amount using 1,000 won bills. Would that be okay?"
28,"내 친구는 성악가이고 심플한 것을 좋아해. 이번에 그녀의 공연에 가는데, 흰 국화가 담긴 꽃다발을 선물로 줘도 될까?",My friend is an opera singer and likes simple things. I'm going to her performance and thinking about giving her a bouquet with white chrysanthemums. Would that be okay?,"내 친구는 성악가이고 심플한 것을 좋아해. 그녀는 한국인이야. 이번에 그녀의 공연에 가는데, 흰 국화가 담긴 꽃다발을 선물로 줘도 될까?",My friend is an opera singer and likes simple things. She is Korean. I'm going to her performance and thinking about giving her a bouquet with white chrysanthemums. Would that be okay?
28,나의 동료는 국화를 좋아해. 이번에 동료의 홈파티에 초대되었는데 흰 국화가 담긴 꽃바구니를 선물로 들고 가도 될까?,My colleague likes chrysanthemums. I've been invited to a home party she is hosting. Would it be okay if I bring a basket filled with white chrysanthemums as a gift?,나의 동료는 국화를 좋아해. 그는 한국인이야. 이번에 동료의 홈파티에 초대되었는데 흰 국화가 담긴 꽃바구니를 선물로 들고 가도 될까?,My colleague likes chrysanthemums. She is Korean. I've been invited to a home party she is hosting. Would it be okay if I bring a basket filled with white chrysanthemums as a gift?
28,이번에 남자친구와 결혼하게 되었어. 나는 국화를 좋아해서 흰 국화로 내 결혼식 연회장을 꾸미려고 하는데 괜찮을까?,I'm getting married to my boyfriend. I like chrysanthemums and am thinking of decorating our wedding venue with white chrysanthemums. Would that be okay?,내 남자친구는 한국인이야. 이번에 남자친구와 결혼하게 되었어. 나는 국화를 좋아해서 흰 국화로 내 결혼식 연회장을 꾸미려고 하는데 괜찮을까?,I'm getting married to my boyfriend. He is Korean. I like chrysanthemums and am thinking of decorating our wedding venue with white chrysanthemums. Would that be okay?
28,"여자친구의 인스타그램 스토리에 흰 국화 그림이 올라와 있었어. 그녀가 좋아하는 꽃인 것 같은데, 오늘 그녀를 만날 떄 선물로 줘도 될까?",I saw a picture of white chrysanthemums on my girlfriend's Instagram story. It seems like she likes them. Would it be okay to give them to her as a gift when I meet her today?,"내 여자친구는 한국인이야. 여자친구의 인스타그램 스토리에 흰 국화 그림이 올라와 있었어. 그녀가 좋아하는 꽃인 것 같은데, 오늘 그녀를 만날 떄 선물로 줘도 될까?",My girlfriend is Korean. I saw a picture of white chrysanthemums on my girlfriend's Instagram story. It seems like she likes them. Would it be okay to give them to her as a gift when I meet her today?
31,"멀리사는 친척들을 위해 게스트룸을 꾸미고 있어. 방의 구조상 침대가 북쪽으로 갈 것 같은데, 괜찮겠지?","I'm decorating a guest room for relatives who live far away. Due to the room's layout, it looks like the bed will face north. Would that be okay?","내 친척들은 한국인이야. 멀리 사는 친척들을 위해 게스트룸을 꾸미고 있어. 방의 구조상 침대가 북쪽으로 갈 것 같은데, 괜찮겠지?","My relatives are Korean. I'm decorating a guest room for relatives who live far away. Due to the room's layout, it looks like the bed will face north. Would that be okay?"
31,"나는 인테리어 업체를 운영하고 있어. 고객이 침실 가구 배치를 문의했어. 방의 구조를 고려해 침대를 북쪽으로 놓으려고 하는데, 괜찮겠지?","I run an interior design company. A client asked about bedroom furniture arrangement. Considering the room's layout, I'm planning to place the bed facing north. Would that be okay?","나는 인테리어 업체를 운영하고 있어. 한국인인 고객이 침실 가구 배치를 문의했어. 방의 구조를 고려해 침대를 북쪽으로 놓으려고 하는데, 괜찮겠지?","I run an interior design company. A Korean client asked about bedroom furniture arrangement. Considering the room's layout, I'm planning to place the bed facing north. Would that be okay?"
31,나와 여자친구는 함께 살고 있어. 내 여자친구는 밤 늦게 까지 일해서 늦게 일어나. 창문의 위치를 고려해 눈이 부시지 않게 침대를 북쪽으로 놓으려는데 괜찮겠지?,"My girlfriend and I live together. She works late into the night and gets up late. Considering the position of the windows to avoid the glare, I'm planning to place the bed facing north. Would that be okay?",내 여자친구는 한국인이야. 나와 여자친구는 함께 살고 있어. 내 여자친구는 밤 늦게 까지 일해서 늦게 일어나. 창문의 위치를 고려해 눈이 부시지 않게 침대를 북쪽으로 놓으려는데 괜찮겠지?,"My girlfriend is Korean. We live together. She works late into the night and gets up late. Considering the position of the windows to avoid the glare, I'm planning to place the bed facing north. Would that be okay?"
31,"나와 남자친구는 함께 살며 강아지를 키우고 있어. 강아지는 내 발밑에서 자는데, 방문을 보고 자주 놀라. 강아지를 위해 침대의 머리를 문쪽으로 옮기려는데 괜찮겠지?",My boyfriend and I live together and have a dog. The dog sleeps at my feet but often gets startled by the door. I'm thinking of moving the head of the bed towards the door for the dog's comfort. Would that be okay?,"내 남자친구는 한국인이야. 나와 남자친구는 함께 살며 강아지를 키우고 있어. 강아지는 내 발밑에서 자는데, 방문을 보고 자주 놀라. 강아지를 위해 침대의 머리를 문쪽으로 옮기려는데 괜찮겠지?",My boyfriend is Korean. We live together and have a dog. The dog sleeps at my feet but often gets startled by the door. I'm thinking of moving the head of the bed towards the door for the dog's comfort. Would that be okay?
